num_people_enrolled,total_class_size,class_number,term,professor
22,25,Data Structures/Prgm Development                                ,SPRING 2019,"['Bang, Lucas ', 'Stone, Christopher ']"
24,25,Data Structures/Prgm Development                                ,SPRING 2019,"['Bang, Lucas ', 'Stone, Christopher ']"
42,60,Data Structures/Prgm Dev Lab                                ,SPRING 2019,"['Bang, Lucas ', 'Stone, Christopher ']"
58,60,Data Structures/Prgm Dev Lab                                ,SPRING 2019,"['Bang, Lucas ', 'Stone, Christopher ']"
36,32,Computability and Logic                                ,SPRING 2019,"['Montanez, George ']"
33,32,Computability and Logic                                ,SPRING 2019,"['Montanez, George ']"
21,20,Intro to Languages and Theory                                ,SPRING 2019,"['Bruce, Kim Barry ']"
26,27,Computer Systems                                ,SPRING 2019,"['Trushkowsky, Beth ', 'Trushkowsky, Beth ', 'Trushkowsky, Beth ', 'Trushkowsky, Beth ']"
25,27,Computer Systems                                ,SPRING 2019,"['Trushkowsky, Beth ', 'Trushkowsky, Beth ', 'Trushkowsky, Beth ', 'Trushkowsky, Beth ']"
25,25,Computer Systems                                ,SPRING 2019,"['Birrell, Eleanor ', 'Birrell, Eleanor ']"
35,32,Software Development                                ,SPRING 2019,"['Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ']"
28,32,Software Development                                ,SPRING 2019,"['Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ']"
23,24,User Interfaces and Experience                                ,SPRING 2019,"['Papoutsaki, Alexandra ']"
27,30,Programming Languages                                ,SPRING 2019,"[""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ', ""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ']"
26,30,Programming Languages                                ,SPRING 2019,"[""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ', ""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ']"
29,30,Programming Languages                                ,SPRING 2019,"['Bruce, Kim Barry ']"
21,22,Operating Systems                                ,SPRING 2019,"['Rhodes, Neil ', 'Rhodes, Neil ']"
51,52,Algorithms                                ,SPRING 2019,"['Libeskind-Hadas, Ran ']"
18,20,Algorithms                                ,SPRING 2019,"['Pippenger, Nicholas J. ']"
8,20,Algorithms                                ,SPRING 2019,"['Pippenger, Nicholas J. ']"
25,25,Algorithms                                ,SPRING 2019,"['Devanny, William E ']"
15,18,Applied Algorithms                                ,SPRING 2019,"['Chen, Tzu-Yi ']"
4,16,Scientific Computing                                ,SPRING 2019,"['Nadim, Ali ']"
34,35,Artificial Intelligence                                ,SPRING 2019,"['Boerkoel, James,, Jr. ']"
31,35,Artificial Intelligence                                ,SPRING 2019,"['Boerkoel, James,, Jr. ']"
16,25,Computer Graphics                                ,SPRING 2019,"['Saleem, Waqar ']"
26,25,Computer Graphics                                ,SPRING 2019,"['Saleem, Waqar ']"
30,30,Machine Learning                                ,SPRING 2019,"['Wu, Yi-Chieh ']"
23,25,Natural Language Processing                                ,SPRING 2019,"['Kauchak, David R. ']"
14,18,Special Topics in Computer Sci - Game Theory                     ,SPRING 2019,"['Naumov, Pavel ']"
4,18,Special Topics in Computer Sci - Game Theory                     ,SPRING 2019,"['Naumov, Pavel ']"
17,24,Computational Complexity / Computer Science Seminar                                ,SPRING 2019,"['Libeskind-Hadas, Ran ']"
8,20,The Science of Debugging / Computer Science Seminar                                ,SPRING 2019,"['MacKay, Anderson ']"
13,14,Human Data Science Ethics / Computer Science Seminar                                ,SPRING 2019,"['Spezio, Michael L. ', 'Wu, Yi-Chieh ', 'Wu, Yi-Chieh ', 'Spezio, Michael L. ']"
0,99,Computer Science Clinic II                                ,SPRING 2019,"['Dodds, Zachary B. ']"
0,35,Comp Sci Research/Indep Study                                ,SPRING 2019,['Staff ']
70,100,Programming Practicum                                ,SPRING 2019,"['Stone, Christopher ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Birrell, Eleanor ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Bruce, Kim Barry ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Bull, Everett L., Jr. ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Chen, Tzu-Yi ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Devanny, William E ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Kauchak, David R. ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Osborn, Joseph C ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Papoutsaki, Alexandra ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2019,"['Wu, Yuqing ']"
2,15,Senior Project                                ,SPRING 2019,"['Birrell, Eleanor ']"
0,15,Senior Project                                ,SPRING 2019,"['Bruce, Kim Barry ']"
0,15,Senior Project                                ,SPRING 2019,"['Bull, Everett L., Jr. ']"
1,15,Senior Project                                ,SPRING 2019,"['Chen, Tzu-Yi ']"
0,15,Senior Project                                ,SPRING 2019,"['Devanny, William E ']"
0,15,Senior Project                                ,SPRING 2019,"['Kauchak, David R. ']"
0,15,Senior Project                                ,SPRING 2019,"['Osborn, Joseph C ']"
2,15,Senior Project                                ,SPRING 2019,"['Papoutsaki, Alexandra ']"
0,15,Senior Project                                ,SPRING 2019,"['Wu, Yuqing ']"
171,200,Computer Science Colloquium                                ,SPRING 2019,"['Libeskind-Hadas, Ran ']"
37,10,Computer Science Colloquium                                ,SPRING 2019,"['Libeskind-Hadas, Ran ']"
0,99,Computer Science&Math Clinic II                                ,SPRING 2019,"['Gu, Weiqing ', 'Dodds, Zachary B. ']"
15,20,Intro to Mathematical Biology                                ,SPRING 2019,"['Adolph, Stephen C. ', 'de Pillis, Lisette G. ']"
17,20,Intro to Computational Biology                                ,SPRING 2019,"['Donaldson-Matasci, Matina ']"
